"parent","ent_id","level_3"
ethical theory,fairness theory,named theory
named theory,applied sciences theory,named theory
information systems theory,theory of deferred action,named theory
information systems theory,theory of slack resources,named theory
information systems theory,communication visibility theory,named theory
information systems theory,representation theory,named theory
theory of information,unified theory of information,named theory
IT security theory,value-based compliance theory,named theory
information systems theory,theory of effective use,named theory
information systems theory,technology acceptance theory,named theory
technology acceptance theory,unified theory of acceptance and use of technology,named theory
theory of user participation in information systems development,system quality theory,named theory
management theory,knowledge management theory,named theory
marketing theory,consumer value theory,named theory
consumer value theory,theory of consumption value,named theory
involvement theory,involvement conceptual and methodological perspectives theory,named theory
migration theory,return migration theory,named theory
marketing theory,voice of the customer theory,named theory
strategic management theory,dominant logic,named theory
dominant logic,service-dominant logic,named theory
organizational theory,organizational learning theory,named theory
organizational theory,strategic choice theory,named theory
organizational theory,organizational culture theory,named theory
organizational theory,trust theory,named theory
communication theory,social information processing theory,named theory
communication theory,theory of deceptive discourse production,named theory
linguistics theory,systemic functional theory,named theory
linguistics theory,theory of deep structures in language,named theory
discourse theory,centring theory,named theory
communication theory,compensatory adaptation theory,named theory
communication theory,theory of humor,named theory
theory of humor,incongruity theory,named theory
engineering theory,screw theory,named theory
engineering theory,acoustic ecology theory,named theory
named design theory,concept-knowledge design theory,named theory
user experience theory,situation awareness theory,named theory
named design theory,computational theory of making,named theory
named design theory,theory of inventive problem solving,named theory
methodological entity,research stage,research stage
prior study,literature gap,research stage
QDA software,QSR NVivo,data analysis method
QDA software,Transana,data analysis method
QDA software,Taguette,data analysis method
qualitative analysis,qualitative comparative analysis,data analysis method
qualitative comparative analysis,multi value qualitative comparative analysis,data analysis method
quantitative analysis tool,Dataiku,data analysis method
